R,G,B,Classe
193.22412109375,182.467529296875,172.78173828125,cebolinha
178.098388671875,201.09130859375,204.21240234375,cebolinha
45.9521484375,154.40869140625,92.610107421875,cebolinha
160.08837890625,157.522216796875,135.739990234375,cebolinha
182.78955078125,190.006591796875,179.006103515625,cebolinha
81.69677734375,168.2646484375,105.388671875,cebolinha
140.04248046875,164.555908203125,173.359375,cebolinha
182.90625,169.723876953125,147.562744140625,cebolinha
177.302978515625,169.9091796875,114.81591796875,cebolinha
213.4755859375,197.583251953125,185.93212890625,cebolinha
173.463134765625,157.91748046875,128.20263671875,cebolinha
149.5419921875,174.72509765625,138.797607421875,cebolinha
154.326904296875,171.946533203125,163.88720703125,cebolinha
97.077392578125,144.7353515625,153.766845703125,cebolinha
182.13916015625,174.173583984375,157.291259765625,cebolinha
107.84033203125,150.705322265625,117.32275390625,cebolinha
213.3115234375,213.7705078125,205.114990234375,cebolinha
132.951904296875,147.290283203125,117.861083984375,cebolinha
187.676025390625,158.752685546875,80.340576171875,cebolinha
63.73046875,151.370849609375,106.696533203125,cebolinha
152.02685546875,153.8447265625,146.478759765625,cebolinha
189.252685546875,186.12060546875,173.0078125,cebolinha
186.4326171875,172.6533203125,159.116455078125,cebolinha
164.83544921875,162.53564453125,152.59619140625,cebolinha
208.427490234375,199.49267578125,183.97216796875,cebolinha
123.994873046875,152.5654296875,111.506591796875,cebolinha
195.026611328125,190.989013671875,171.52734375,cebolinha
221.197265625,214.746337890625,207.783935546875,cebolinha
224.179931640625,220.302978515625,213.269775390625,cebolinha
207.3857421875,201.09130859375,191.094482421875,cebolinha
124.029296875,138.47900390625,114.872802734375,cebolinha
167.999755859375,153.86669921875,125.754150390625,cebolinha
202.8603515625,199.104736328125,188.90478515625,cebolinha
150.95263671875,150.000732421875,126.7578125,cebolinha
113.413330078125,100.798828125,87.0830078125,cebolinha
159.604736328125,158.724365234375,137.9833984375,cebolinha
193.603271484375,188.348876953125,173.718505859375,cebolinha
190.96435546875,185.8720703125,172.238037109375,cebolinha
124.56201171875,170.597900390625,116.298095703125,cebolinha
160.284912109375,131.581787109375,143.390380859375,cebolinha
181.484375,179.320068359375,96.34619140625,cebolinha
112.76123046875,134.573486328125,120.792236328125,cebolinha
194.9189453125,199.7041015625,194.4521484375,cebolinha
179.083251953125,172.7568359375,88.595458984375,cebolinha
192.49169921875,198.978271484375,182.934814453125,cebolinha
179.338134765625,168.695068359375,125.854248046875,cebolinha
157.8876953125,150.654052734375,132.083251953125,cebolinha
165.483642578125,163.172607421875,148.484619140625,cebolinha
149.552734375,167.394775390625,132.483154296875,cebolinha
170.798583984375,159.6201171875,136.964111328125,cebolinha
131.515380859375,146.427978515625,135.155517578125,cebolinha
129.062255859375,164.60400390625,101.708251953125,cebolinha
213.488525390625,211.94970703125,201.50439453125,cebolinha
206.313720703125,195.72509765625,186.47900390625,cebolinha
200.865966796875,192.139404296875,181.2841796875,cebolinha
211.923583984375,202.4755859375,192.27783203125,cebolinha
148.840576171875,140.284912109375,117.4296875,cebolinha
151.330322265625,107.548583984375,93.97119140625,cebolinha
76.203369140625,90.0732421875,64.5869140625,cebolinha
205.869384765625,197.3134765625,182.441650390625,cebolinha
181.86279296875,155.46337890625,100.13232421875,cebolinha
115.471923828125,112.4716796875,106.953125,cebolinha
91.9658203125,141.096435546875,110.08837890625,cebolinha
124.042724609375,161.10546875,90.48779296875,cebolinha
147.8291015625,142.49462890625,122.5791015625,cebolinha
113.906005859375,165.494384765625,110.680419921875,cebolinha
62.302490234375,151.019775390625,57.190185546875,cebolinha
84.112548828125,120.638916015625,62.175537109375,cebolinha
186.418701171875,209.67578125,195.566650390625,cebolinha
181.803466796875,204.813720703125,189.0888671875,cebolinha
206.06298828125,220.43408203125,207.19970703125,cebolinha
205.166015625,218.0986328125,204.46875,cebolinha
188.319091796875,211.307373046875,191.246337890625,cebolinha
187.448486328125,205.607666015625,187.099365234375,cebolinha
189.140625,212.218994140625,197.854248046875,cebolinha
201.0283203125,214.693359375,200.58837890625,cebolinha
174.494384765625,162.68359375,137.236083984375,cebolinha
175.5009765625,173.688720703125,167.710693359375,cebolinha
189.429931640625,185.64892578125,178.86767578125,cebolinha
145.96728515625,153.95556640625,144.161376953125,cebolinha
178.68212890625,153.2763671875,139.114501953125,cebolinha
136.64404296875,141.08056640625,119.3291015625,cebolinha
119.4892578125,153.443115234375,136.520263671875,cebolinha
206.610595703125,198.251708984375,181.340576171875,cebolinha
153.837158203125,123.87109375,99.78076171875,cebolinha
198.056396484375,185.44287109375,181.93505859375,cebolinha
128.71484375,134.646240234375,108.040771484375,cebolinha
156.268310546875,131.73486328125,112.06640625,cebolinha
139.237548828125,137.296875,103.82080078125,cebolinha
173.09375,175.313232421875,154.74072265625,cebolinha
192.8369140625,184.411865234375,179.414306640625,cebolinha
186.5244140625,184.719970703125,178.116455078125,cebolinha
117.437744140625,89.1240234375,75.68017578125,cebolinha
183.568603515625,174.68701171875,160.202880859375,cebolinha
94.613525390625,98.88232421875,92.724609375,cebolinha
174.22998046875,160.243408203125,108.390380859375,cebolinha
97.233642578125,160.6142578125,118.346435546875,cebolinha
145.782470703125,154.137939453125,109.53076171875,cebolinha
